Transaction_ID,event_date,Scenario,Asset_Class,Sub_Asset_Class,Variable_X,Variable_Y,Underlying_Asset_Price,Option_Strike_Price,Risk_Free_Rate,Time_To_Maturity,Asset_Volatility,Return_Asset1,Return_Asset2,Return_Asset3,Weight_Asset1,Weight_Asset2,Weight_Asset3,Portfolio_Return,Cash_Flow_Period1,Cash_Flow_Period2,Cash_Flow_Period3,Bond_Yield,CashFlow_TimePeriod1,CashFlow_TimePeriod2,CashFlow_TimePeriod3,Probability_Default,Loss_Given_Default,Exposure_At_Default,Bid_Price,Ask_Price,Base_Asset_Value,Stressed_Asset_Value,Stress_Exposure,Gross_Income,Asset_Risk_Weight,Additional_Liquidity_Risk,Time_Series_Lag_Value,Current_Time_Series_Value
3981,28/10/2018,Base,Commodity,Gold,8.0077,9.8053,109.0272,111.4898,0.0444,0.8195,0.2954,0.0601,0.0368,0.0933,0.396,0.2996,0.2818,0.0449,7.1846,4.9476,94.4239,0.0309,0.9849,0.927,2.1454,0.0414,0.6965,1020.7679,92.5764,97.0,102.2216,111.7039,142.1385,519191.7711,0.2156,0.0521,11.1267,11.79
3982,16/01/2008,Base,Fixed Income,Common Stock,7.0351,7.8536,103.1156,134.9098,0.0406,1.9078,0.3268,0.0926,0.0828,0.0552,0.2463,0.4837,0.2929,0.0742,6.3658,6.1595,113.3061,0.0399,2.0275,0.9891,1.0365,0.0478,0.6387,1171.8513,100.948,113.4454,106.2103,116.9727,154.5706,539504.3671,0.2187,0.061,11.2411,13.3195
3983,16/02/2020,Monte Carlo,Alternative,Private Equity,6.2061,8.8222,101.4889,102.4613,0.0329,0.9075,0.1867,0.0456,0.088,0.0682,0.4737,0.3814,0.1737,0.0714,3.6427,7.3449,103.4461,0.0463,1.9026,0.9001,2.0585,0.0297,0.4207,1087.8016,106.7044,118.5049,125.2613,118.5325,137.1262,582499.2537,0.2812,0.0693,11.3732,12.2187
3984,24/04/2005,Base,Fixed Income,Government Bond,5.8511,9.3323,119.9031,126.7331,0.0287,2.3654,0.2332,0.0852,0.1047,0.0777,0.4036,0.4895,0.134,0.0615,5.3003,4.9846,111.1741,0.048,1.8558,0.9982,3.0174,0.031,0.6893,1089.6308,106.843,104.2655,113.7013,97.5788,146.5823,700857.1049,0.2921,0.0666,10.8381,11.6084
3985,01/02/2009,Base,Equity,Future,8.1019,10.2364,119.7069,113.976,0.0414,1.4626,0.269,0.0513,0.072,0.055,0.4852,0.3138,0.2799,0.035,7.4736,6.4208,96.798,0.0318,1.895,3.1451,2.033,0.0189,0.6204,953.2009,96.8406,107.9525,113.4756,104.322,155.6991,607783.1209,0.279,0.087,11.3208,12.1607
3986,18/02/2015,Base,Alternative,Government Bond,6.8319,8.9771,132.5789,125.1893,0.0383,0.8354,0.2864,0.0596,0.064,0.0311,0.2851,0.244,0.4485,0.0353,7.3759,5.47,98.4493,0.0332,1.0437,2.1015,3.0069,0.0446,0.5618,974.5227,98.3697,100.5098,115.707,110.3771,125.2519,636646.2174,0.2217,0.0555,12.4033,13.6934
3987,28/04/2026,Base,Derivative,Hedge Fund,5.5969,8.4668,131.2756,109.8246,0.0213,2.4629,0.3077,0.083,0.0571,0.0203,0.2666,0.3195,0.4038,0.0476,4.7611,6.4601,107.7729,0.0448,2.0741,2.7017,2.8947,0.0254,0.7,966.0142,116.1272,104.3321,118.1857,104.1767,130.2483,527571.7071,0.2936,0.0393,14.7836,15.0187
3988,17/01/2001,Monte Carlo,Commodity,Common Stock,3.9553,8.0919,113.1038,108.3869,0.0326,1.8519,0.2976,0.0501,0.067,0.093,0.2106,0.2886,0.5438,0.0612,5.1652,3.7552,115.2626,0.0433,0.9459,0.9033,1.9863,0.0201,0.5342,1019.4521,101.8617,107.1067,100.4076,99.167,135.4081,694350.5254,0.1996,0.0756,13.6959,16.34
3989,07/09/2012,Monte Carlo,Alternative,Real Estate,5.0025,5.5266,94.9644,96.1476,0.0261,0.7481,0.2242,0.0111,0.0225,0.0341,0.3777,0.3266,0.2943,0.0242,2.1603,1.9226,1.9552,0.054,0.0,0.0,0.0,0.0241,0.2605,776.6744,93.973,84.6707,105.3367,96.8537,121.9877,526023.6119,0.1938,0.0459,0.0133,0.0137
3990,06/12/2008,Monte Carlo,Derivative,Municipal Bond,8.1937,7.3487,128.2465,104.3369,0.0463,1.2157,0.3572,0.0659,0.044,0.0754,0.3242,0.231,0.4847,0.0672,5.0677,6.7197,96.0133,0.045,3.2673,1.8113,2.8669,0.0201,0.5029,1183.9207,107.0056,100.288,114.314,99.8553,149.1235,660308.8263,0.2837,0.0576,11.5319,11.8674
3991,09/04/2022,Base,Alternative,Agriculture,5.9788,7.4116,89.8442,109.9325,0.0336,0.6449,0.2496,0.1025,0.0581,0.068,0.4876,0.4249,0.0765,0.0843,3.9751,5.2575,118.1557,0.0328,2.816,2.9366,1.821,0.0188,0.445,1045.4414,111.7943,116.4399,103.4523,121.029,138.0171,538980.0512,0.3174,0.0367,11.0703,10.7394
3992,19/05/2013,Base,Derivative,Private Equity,8.5169,8.3037,105.8061,102.6709,0.031,1.5229,0.3975,0.0824,0.0769,0.0909,0.2678,0.2138,0.544,0.0331,3.6588,5.9651,111.5395,0.0515,3.1121,2.116,2.7131,0.0352,0.5906,1160.9983,101.5103,101.8857,100.223,100.9497,151.8385,646071.6351,0.2776,0.0629,10.2305,11.5766
3993,30/01/2018,Base,Fixed Income,Preferred Stock,5.4294,6.2028,114.6985,100.5386,0.0358,1.3689,0.3456,0.0419,0.0563,0.0291,0.2597,0.5256,0.2444,0.0485,4.5251,5.7684,103.5689,0.0372,2.7645,1.8765,1.9066,0.0405,0.7501,1202.5504,114.2095,115.5628,121.8231,110.6862,141.9494,731914.6324,0.2689,0.0661,12.8809,15.0525
3994,09/06/2009,Stressed,Fixed Income,Hedge Fund,4.2888,7.7536,124.3759,94.5155,0.0228,0.6364,0.3914,0.0897,0.036,0.0455,0.4068,0.3493,0.186,0.0337,5.5311,7.52,101.0522,0.0413,2.0495,1.9201,1.0166,0.0386,0.5944,953.6354,115.8458,98.4145,106.2686,96.892,154.5581,642980.897,0.2273,0.0646,14.1183,15.8075
3995,23/07/2026,Monte Carlo,Commodity,Real Estate,9.237,9.4463,103.4436,127.4207,0.0331,0.9161,0.2131,0.0417,0.0527,0.0316,0.3989,0.2714,0.3609,0.0499,7.2447,6.402,95.9795,0.0392,2.1827,2.1778,3.0426,0.0217,0.5816,1022.7263,118.0976,109.3842,121.4122,110.3832,135.9481,652252.9008,0.3176,0.0529,11.6773,15.0298
3996,03/02/2022,Base,Derivative,Gold,6.9758,7.908,126.8086,126.5049,0.0472,1.1612,0.3372,0.0312,0.062,0.0863,0.2373,0.5066,0.2891,0.0308,8.2663,4.6622,104.7314,0.0376,2.1144,1.0426,1.0457,0.0093,0.5805,1017.8644,123.3275,112.8431,116.3624,96.2498,149.6614,610642.5377,0.2949,0.0665,12.6089,13.3671
3997,19/08/2007,Stressed,Fixed Income,Future,5.2515,6.1884,131.4811,87.197,0.0331,0.8513,0.2478,0.0588,0.0387,0.0246,0.195,0.2661,0.5169,0.0321,5.6833,6.6754,106.6294,0.0289,2.8552,1.0868,0.9344,0.0421,0.5165,1017.0828,106.0637,102.1622,118.3824,125.3932,144.1185,703974.936,0.203,0.0667,13.2956,12.5015
3998,17/07/2013,Stressed,Derivative,Government Bond,7.4523,8.2483,126.8618,112.8389,0.0275,1.5761,0.3632,0.04,0.0855,0.0714,0.4654,0.2799,0.222,0.0544,5.6508,5.8747,100.1676,0.0451,1.9913,0.9052,0.9289,0.0338,0.6387,1007.8321,118.1419,99.9701,117.164,124.9651,139.1419,633771.9414,0.2536,0.0545,14.1535,15.9364
3999,20/03/2013,Monte Carlo,Commodity,Hedge Fund,5.0426,10.3069,101.7682,82.5936,0.0294,1.882,0.306,0.0899,0.0518,0.0613,0.2945,0.2621,0.3814,0.0281,6.3092,3.8661,110.9678,0.0368,2.9679,1.8107,1.8288,0.032,0.4302,903.9649,93.4552,109.8622,113.1632,116.5305,157.4705,717262.6715,0.275,0.0556,14.4609,14.2891
4000,28/05/2005,Monte Carlo,Alternative,Corporate Bond,8.6353,9.5007,121.7714,104.4971,0.0332,1.8885,0.2172,0.0244,0.0815,0.0306,0.4984,0.2391,0.2469,0.0652,4.6044,4.6872,92.8387,0.0371,1.9126,2.0725,2.9132,0.0342,0.5763,1207.6405,92.2592,102.383,128.1316,120.516,125.0481,569681.5573,0.2164,0.0388,14.2,16.603
4001,04/09/2012,Monte Carlo,Commodity,Preferred Stock,7.4471,8.3345,119.7392,96.5128,0.0239,1.5368,0.2929,0.0275,0.0478,0.0731,0.452,0.2285,0.3434,0.0761,7.8235,5.2468,95.2115,0.0507,2.0764,2.0011,1.0896,0.045,0.6255,1098.0701,96.5781,92.7014,99.8744,102.9706,134.8924,559900.26,0.222,0.0576,14.6145,14.7609
4002,22/09/2024,Base,Derivative,Gold,6.8417,6.5126,106.3192,130.1015,0.0256,0.5732,0.2628,0.041,0.0293,0.064,0.4145,0.3067,0.2754,0.0366,8.4311,6.0792,97.6789,0.0474,2.0059,0.9832,0.9469,0.0206,0.5321,990.4469,116.1818,101.9109,103.8266,107.0579,143.663,622639.4777,0.2625,0.0741,11.2276,11.8645
4003,01/08/2022,Stressed,Derivative,Agriculture,7.004,6.5217,92.4343,86.2162,0.0334,1.0267,0.3859,0.0354,0.0744,0.0461,0.4093,0.2483,0.3501,0.0761,7.2911,6.5149,95.7724,0.033,1.9937,1.0688,1.0549,0.0246,0.4384,1037.7501,115.6788,113.816,112.9043,112.4868,127.0883,617501.7791,0.2028,0.0651,13.3632,13.4634
4004,07/07/2003,Stressed,Derivative,Hedge Fund,5.5512,7.9187,94.339,111.6809,0.023,0.7891,0.2783,0.1016,0.0486,0.0417,0.4593,0.2622,0.2447,0.0769,4.8586,5.5275,96.5146,0.0375,1.9634,2.1556,3.0483,0.034,0.7254,1106.953,102.8329,94.1512,118.336,121.5442,139.9231,732134.4494,0.2281,0.0827,14.8208,15.1522
4005,08/06/2025,Base,Alternative,Swap,5.6982,6.3411,100.0137,122.0289,0.0267,2.506,0.2454,0.0935,0.0392,0.0457,0.3119,0.369,0.299,0.0565,5.1123,5.2897,115.0102,0.0431,3.02,2.9136,0.9503,0.0093,0.6459,1051.3628,121.4269,113.2085,110.374,99.8785,129.1855,666640.2265,0.27,0.0846,9.8248,11.1893
4006,06/08/2007,Monte Carlo,Alternative,Future,6.9141,6.7865,127.021,98.113,0.0289,0.5064,0.4207,0.0707,0.0463,0.0271,0.348,0.2445,0.3915,0.0431,4.2131,5.2568,100.7325,0.0365,2.7234,1.0841,1.023,0.0271,0.6486,955.9734,108.1351,113.0668,129.0152,106.9227,156.7801,555616.8445,0.2359,0.0548,13.3526,12.9894
4007,23/10/2005,Base,Alternative,Gold,8.3964,7.3148,127.9187,124.1331,0.0467,1.7332,0.386,0.0279,0.0691,0.0946,0.2838,0.3172,0.3831,0.034,7.9883,6.4924,97.3419,0.049,2.1846,1.0699,2.0005,0.0207,0.6745,966.8661,112.9745,110.4481,121.6657,118.5694,159.2615,633221.5698,0.311,0.0645,10.8427,12.6452
4008,25/11/2013,Stressed,Commodity,Common Stock,4.1447,6.8764,104.5376,99.6093,0.0453,1.1209,0.2425,0.0625,0.0437,0.0755,0.3008,0.2804,0.4018,0.0733,6.7437,4.909,98.9467,0.0291,2.0571,2.074,2.1324,0.038,0.5604,977.2639,111.3854,113.6112,110.318,117.7416,132.2318,710403.3201,0.2766,0.0551,9.4154,9.7193
4009,12/08/2022,Stressed,Fixed Income,Corporate Bond,8.3843,9.2421,96.2315,106.0315,0.0494,0.9128,0.3135,0.1005,0.0266,0.0835,0.2678,0.2973,0.4381,0.0439,5.5163,7.0118,99.4223,0.0483,1.9899,1.9117,2.1924,0.0212,0.5541,1139.6666,106.3347,105.7327,92.4868,102.4547,133.607,528691.2185,0.2891,0.0456,13.0866,13.6655
4010,19/09/2008,Base,Fixed Income,Real Estate,7.4195,6.8504,86.7759,111.9958,0.024,2.1937,0.3515,0.0874,0.0869,0.0368,0.3688,0.3454,0.2709,0.0375,7.745,4.9655,100.4625,0.0408,1.0312,0.9377,1.8773,0.0225,0.5535,1040.1981,92.3898,89.6177,115.8211,110.7145,136.3202,475482.5291,0.2187,0.0655,11.2273,13.2168
4011,17/07/2024,Stressed,Equity,Municipal Bond,7.0389,7.4959,111.1949,101.8182,0.0265,1.2844,0.3029,0.0382,0.0383,0.0257,0.3754,0.256,0.3153,0.0716,7.667,3.7766,110.2015,0.0399,0.9635,0.9842,3.034,0.0358,0.522,1240.1456,120.4228,122.4599,107.1922,109.939,124.8262,646253.2157,0.2966,0.0762,13.9179,16.4287
4012,04/08/2014,Monte Carlo,Alternative,Municipal Bond,6.303,8.9404,105.2534,119.1572,0.0456,0.6602,0.2172,0.0295,0.0557,0.0313,0.3506,0.2252,0.429,0.0502,6.7273,5.1837,96.6672,0.0421,0.9666,1.8567,2.1413,0.0321,0.5541,1196.6819,104.8517,99.8339,106.3799,109.9463,128.3206,565494.9856,0.219,0.0747,11.7666,12.9782
4013,21/11/2009,Stressed,Derivative,Real Estate,8.0787,6.6335,126.5729,108.6625,0.0364,2.0436,0.3816,0.0205,0.0511,0.0697,0.3799,0.447,0.1486,0.0434,6.6315,6.4501,92.2565,0.0361,1.8455,1.8411,0.9259,0.0366,0.3768,1116.2595,114.6932,114.6472,107.6585,100.2021,140.9743,643506.1851,0.2742,0.048,14.4365,15.2236
4014,23/10/2018,Stressed,Alternative,Large Cap,5.88,6.526,86.9272,103.3647,0.0244,2.0748,0.3668,0.0887,0.0949,0.0555,0.3095,0.233,0.3884,0.0579,6.5517,6.8348,102.1402,0.037,2.0639,1.0012,2.1033,0.0212,0.4181,1007.8271,103.0421,109.0098,122.3482,121.7615,122.2717,690358.5344,0.2159,0.0391,10.1449,11.6719
4015,11/04/2025,Monte Carlo,Fixed Income,Real Estate,7.7628,8.3103,103.344,113.8846,0.0304,0.6994,0.3127,0.0507,0.0239,0.0545,0.4381,0.3171,0.2302,0.0389,8.2566,6.1567,114.2745,0.0394,2.1026,3.1102,2.0811,0.0428,0.4324,1135.0824,113.9997,108.6219,125.349,111.0766,124.7566,663130.8659,0.2304,0.0692,12.4012,14.5667
4016,07/09/2004,Base,Fixed Income,Future,6.8025,8.1035,89.6424,108.4854,0.0199,1.3458,0.2742,0.088,0.0876,0.0771,0.2812,0.2851,0.4905,0.067,6.5513,6.3518,100.0854,0.0286,0.9365,3.1871,1.0684,0.039,0.4879,895.076,111.9441,105.7355,128.9976,128.0959,142.9917,643551.0415,0.217,0.0414,12.6688,12.9116
4017,10/12/2012,Stressed,Commodity,Oil,6.4728,7.3946,129.6795,93.8588,0.0419,1.686,0.1968,0.0253,0.1008,0.0506,0.2371,0.2498,0.5115,0.0404,7.0715,6.4809,107.4828,0.0337,1.0712,2.1985,3.1737,0.0431,0.4899,1192.1168,91.6867,99.9048,98.4291,94.9016,144.179,622331.5942,0.2702,0.0742,10.8526,11.2945
4018,25/04/2007,Monte Carlo,Commodity,Private Equity,4.9076,7.4154,128.007,118.967,0.0218,1.3056,0.3331,0.0285,0.0789,0.0225,0.3637,0.2501,0.4053,0.0353,5.7559,5.7602,94.3902,0.0405,2.8614,2.1519,1.8964,0.0166,0.3817,1148.7778,103.6756,104.9109,111.9457,113.8781,151.4874,701457.4731,0.2212,0.0524,14.7226,17.3277
4019,11/06/2004,Base,Equity,Common Stock,6.1297,7.9365,111.523,117.0857,0.0223,1.6465,0.2833,0.0946,0.0737,0.0737,0.2966,0.3019,0.3979,0.0723,5.2226,5.9103,114.3988,0.043,1.008,2.0359,2.743,0.0294,0.6112,1088.0811,94.6899,94.7611,106.4248,98.3572,140.5792,612126.8007,0.2964,0.0519,12.9995,15.2347
4020,14/09/2026,Base,Equity,Municipal Bond,8.1342,7.2444,102.4725,100.4238,0.0395,0.8966,0.294,0.0987,0.0761,0.0936,0.2212,0.248,0.5173,0.0638,5.4438,6.674,108.4911,0.0419,1.886,1.8885,1.9203,0.0186,0.6944,992.885,106.6986,118.4412,125.5198,129.0116,126.508,593494.3582,0.244,0.06,12.3438,11.4677
4021,08/03/2006,Stressed,Equity,Corporate Bond,4.992,7.928,117.3806,120.0154,0.0408,2.1307,0.2302,0.0651,0.0551,0.075,0.4509,0.3241,0.2375,0.0575,7.8358,4.7224,104.4934,0.0409,1.0808,2.104,1.9006,0.0516,0.6077,1126.6186,94.6777,96.9891,112.1042,92.4969,143.171,601109.0592,0.2076,0.0374,12.8027,12.9156
4022,31/01/2021,Monte Carlo,Alternative,Oil,7.6917,9.168,118.6,117.2627,0.0464,1.4205,0.3531,0.0654,0.045,0.0626,0.4222,0.2724,0.2397,0.0565,5.2313,5.4923,116.0553,0.047,2.0178,0.9865,1.9368,0.0293,0.7096,976.2883,121.2926,116.2753,104.3796,93.5705,142.7914,665617.5521,0.2739,0.0421,14.3525,13.4107
4023,28/10/2017,Monte Carlo,Alternative,Hedge Fund,5.0915,6.4763,118.3507,95.2823,0.0218,1.2672,0.3779,0.0446,0.0421,0.0709,0.4493,0.2924,0.2927,0.0306,4.3173,4.9849,114.7782,0.0375,1.9638,2.0349,2.859,0.0305,0.5203,1084.7836,100.6659,96.157,120.5624,127.5493,134.495,645037.5026,0.2201,0.0829,11.9447,12.927
4024,02/05/2003,Base,Commodity,Future,4.5177,9.4887,97.0547,89.7648,0.0309,1.5209,0.2292,0.0944,0.0643,0.0934,0.212,0.3991,0.3983,0.077,5.1885,5.4417,106.5716,0.0498,0.9719,2.1263,1.0,0.0355,0.538,946.3728,111.3495,120.4862,109.4588,102.7617,142.8876,590095.4195,0.2227,0.0679,12.2517,13.5213
4025,19/02/2007,Stressed,Equity,Hedge Fund,5.2213,9.6134,123.1067,116.8273,0.0332,2.5288,0.1935,0.0347,0.0592,0.0327,0.5201,0.4333,0.1071,0.0743,6.7412,6.3097,107.8961,0.033,2.0641,1.0517,2.0181,0.0373,0.4987,1009.453,115.412,119.3738,108.0405,113.6107,135.4827,533244.8852,0.1826,0.0731,15.1675,15.2236
4026,16/04/2014,Monte Carlo,Derivative,Future,5.0719,8.514,117.0887,117.8545,0.0295,1.5873,0.3356,0.0265,0.0625,0.0496,0.2418,0.4127,0.338,0.0615,4.9851,6.375,96.4843,0.0394,3.0208,2.0089,2.7307,0.05,0.5464,1207.7909,107.514,108.4156,109.6918,116.0251,152.6082,617605.9215,0.2647,0.0565,14.455,16.6471
4027,05/07/2009,Monte Carlo,Derivative,Preferred Stock,4.4412,6.6216,104.9794,117.8657,0.0414,2.402,0.2586,0.0272,0.0492,0.0984,0.2873,0.3313,0.3546,0.0336,8.4433,7.186,107.215,0.0332,1.9617,2.7632,1.8421,0.0424,0.465,871.7466,112.0803,107.319,109.0,97.6063,123.8365,543574.5466,0.274,0.0511,12.9181,13.7434
4028,01/11/2009,Base,Alternative,Future,3.9321,10.5208,110.7782,137.708,0.0458,1.3884,0.3068,0.0477,0.0832,0.0969,0.4105,0.4496,0.1054,0.0349,6.1183,5.5191,106.6629,0.0508,1.0078,0.9285,1.9129,0.0138,0.4298,1093.3126,89.7931,95.701,115.798,117.5913,134.829,572689.6,0.2665,0.0706,13.9552,14.4141
4029,27/02/2004,Monte Carlo,Alternative,Municipal Bond,8.5168,6.669,118.7088,139.5556,0.0504,0.6901,0.276,0.0381,0.0354,0.0221,0.4267,0.4151,0.1317,0.0678,5.6951,8.5455,108.2888,0.0407,2.0374,2.9389,2.0664,0.0431,0.4572,1019.8153,110.4357,120.2671,111.5725,113.7067,152.817,574918.0368,0.2268,0.0411,12.8565,14.4045
4030,31/03/2016,Monte Carlo,Derivative,Swap,3.8936,9.9306,106.9319,107.2453,0.0424,1.4255,0.3578,0.0462,0.0649,0.0211,0.4691,0.3786,0.1596,0.0323,6.7089,5.4268,104.4858,0.0422,2.1504,2.1144,2.1361,0.0305,0.5829,1012.7867,103.9428,122.2776,125.3097,106.3818,131.1531,575704.1238,0.2653,0.052,14.4514,16.4787
4031,24/02/2007,Stressed,Commodity,Gold,6.8158,8.9186,109.6394,131.4187,0.035,1.4648,0.355,0.058,0.074,0.0366,0.5148,0.4424,0.0742,0.0795,5.0512,6.4878,101.6129,0.0394,2.182,1.8209,0.9914,0.049,0.598,1066.4345,107.551,98.3282,101.9181,104.278,134.5455,535028.0802,0.228,0.0564,10.7223,13.3485
4032,30/07/2002,Base,Fixed Income,Private Equity,5.5945,9.6705,105.7892,98.3809,0.0276,2.1714,0.3508,0.0414,0.1021,0.0185,0.2541,0.2553,0.5497,0.0381,7.1613,6.3359,115.5058,0.0432,0.9818,1.0653,2.0412,0.0314,0.6081,1050.4173,90.6423,106.8412,102.2047,106.4835,122.1621,691474.2835,0.2583,0.0489,14.9905,16.8643
4033,04/10/2019,Monte Carlo,Commodity,Gold,5.5069,6.88,106.8788,114.5944,0.0474,2.1053,0.2771,0.0623,0.0354,0.0463,0.2515,0.4449,0.2802,0.0466,4.5219,4.8143,117.9507,0.0312,1.948,0.9907,1.8508,0.0393,0.5858,1047.1944,100.7075,104.2255,106.7881,107.8569,137.1613,653104.1688,0.288,0.0512,11.5183,13.7385
4034,08/01/2006,Base,Commodity,Preferred Stock,5.1959,8.6667,134.7702,103.6833,0.0204,1.1036,0.2499,0.0388,0.068,0.0261,0.4441,0.3495,0.1912,0.0447,6.1495,4.1406,101.0569,0.0342,3.0758,1.8598,1.9489,0.0442,0.5032,1026.518,110.3037,102.2778,99.3178,100.0728,158.4223,472743.6941,0.2351,0.0557,15.8502,17.5511
4035,25/12/2013,Monte Carlo,Commodity,Real Estate,5.0221,8.9549,102.2159,111.5587,0.0349,0.8031,0.3238,0.0404,0.0787,0.0859,0.4033,0.4363,0.179,0.0693,7.6703,7.6519,91.7327,0.0461,2.9573,0.9597,2.7155,0.0378,0.4992,1099.4354,116.8508,125.3859,112.2166,121.4727,150.546,502059.6768,0.2412,0.0562,13.2681,13.1774
4036,09/10/2002,Base,Alternative,Swap,6.5086,8.2433,82.4134,96.3683,0.0449,0.7817,0.3804,0.057,0.0691,0.0358,0.3649,0.3338,0.3743,0.041,5.4162,5.8231,94.7851,0.0418,2.8804,0.8759,1.8553,0.0168,0.4344,878.1389,112.16,99.0122,121.2151,112.169,138.8358,688104.6219,0.2723,0.0714,13.1164,13.8325
4037,13/07/2008,Stressed,Derivative,Government Bond,4.3617,9.0096,116.206,112.6469,0.0225,1.2822,0.1914,0.0562,0.0556,0.0471,0.326,0.2925,0.3241,0.0712,4.899,8.0273,104.915,0.0418,2.0625,2.8512,2.9019,0.0229,0.8138,829.5955,95.946,123.5509,111.2028,100.6739,143.3844,611246.9152,0.2636,0.0793,14.105,13.621
4038,25/08/2016,Stressed,Commodity,Common Stock,8.5321,8.0119,98.4666,90.2555,0.0365,1.5072,0.3656,0.0495,0.0682,0.0446,0.3714,0.3285,0.3015,0.0728,4.1331,6.3563,105.6027,0.0435,3.0604,1.9685,2.8877,0.0265,0.6673,1033.5875,109.3503,113.4102,97.2964,96.0726,156.8472,700048.8205,0.2677,0.0382,10.7779,10.1943
4039,08/10/2022,Base,Commodity,Swap,5.3643,11.2954,94.2554,91.1437,0.0345,1.1846,0.2457,0.1042,0.0908,0.0512,0.3938,0.3389,0.1569,0.046,4.7246,5.3846,95.0931,0.0344,2.8333,0.9942,0.9265,0.0409,0.5974,899.5284,91.8216,99.5306,96.4292,99.777,137.6511,557644.4493,0.2388,0.0464,10.9769,12.2435
4040,27/11/2006,Monte Carlo,Commodity,Municipal Bond,4.4359,7.068,126.9301,98.1435,0.0406,0.64,0.2121,0.0962,0.0848,0.0727,0.213,0.2659,0.4513,0.0396,8.0298,5.5903,93.9969,0.0322,1.0574,1.0158,2.1824,0.0211,0.5814,1045.8792,111.5281,107.0128,111.8089,119.9793,146.7976,502045.2399,0.2395,0.0583,10.1441,11.257
4041,25/06/2008,Stressed,Derivative,Private Equity,5.2429,8.3479,123.5544,113.6282,0.032,1.6776,0.323,0.0283,0.0669,0.0473,0.25,0.4359,0.3141,0.0626,4.8363,6.9339,97.6615,0.0425,2.9867,2.0345,2.4793,0.0548,0.5601,1103.6722,97.0402,112.2754,117.0922,110.6461,159.4523,560345.2795,0.2424,0.0558,15.5163,16.754
4042,20/07/2014,Base,Commodity,Future,6.1683,6.964,99.8178,127.9006,0.0394,1.0409,0.2659,0.0688,0.0614,0.0671,0.4213,0.2862,0.3432,0.0765,5.9463,5.9453,114.6386,0.0357,2.0674,1.977,2.9161,0.0415,0.6706,1015.8566,111.5634,122.9475,99.48,108.0815,148.5369,580425.8755,0.1937,0.0435,12.5272,13.6461
4043,01/11/2021,Monte Carlo,Fixed Income,Municipal Bond,3.7584,8.2822,134.3082,91.9416,0.0345,1.3704,0.2821,0.0698,0.0193,0.0702,0.2405,0.3725,0.3666,0.043,3.8495,4.5583,113.8675,0.0357,2.0754,2.3426,1.9525,0.0299,0.5126,1166.341,101.1744,104.1082,129.2756,111.2581,158.2125,545591.6637,0.2047,0.068,13.6286,17.8969
4044,13/11/2012,Stressed,Commodity,Municipal Bond,5.4481,5.9692,96.2577,103.2871,0.0396,0.7615,0.3393,0.0666,0.0211,0.0643,0.2766,0.5109,0.2561,0.0392,9.3248,5.5397,105.7745,0.0392,1.8228,3.2436,1.8485,0.0125,0.457,1010.9839,110.794,96.7879,123.2258,115.038,116.4916,568850.2578,0.292,0.0686,12.2426,13.0685
4045,24/08/2002,Stressed,Derivative,Swap,5.1406,8.8148,96.5797,128.8109,0.0302,1.8277,0.3486,0.0684,0.0646,0.0569,0.2047,0.3672,0.4087,0.0332,6.4403,5.4277,111.493,0.027,3.4286,1.8136,2.9713,0.0401,0.3831,983.8691,82.6508,85.9433,108.662,101.1375,117.7512,598966.1266,0.2156,0.0646,11.9367,14.8951
4046,06/02/2001,Monte Carlo,Derivative,Option,5.0569,8.6856,103.5422,86.7383,0.0524,1.3958,0.3957,0.0305,0.0718,0.0286,0.2067,0.2205,0.4832,0.0272,7.9178,4.9138,117.3182,0.0333,1.9416,1.1314,1.7334,0.0325,0.4308,996.4986,107.3328,108.4973,122.4058,94.2525,155.8144,503652.4672,0.2253,0.0398,10.4937,11.0372
4047,05/08/2018,Base,Derivative,Swap,9.2938,6.259,111.6837,117.5195,0.0287,1.1423,0.2031,0.055,0.0946,0.0367,0.4283,0.5331,0.0459,0.05,8.2816,5.3269,86.6571,0.0395,1.8487,2.0006,1.7757,0.0212,0.7639,931.4928,107.1973,106.4881,104.6829,112.1138,137.0582,628362.7167,0.3035,0.0515,15.4939,14.5475
4048,19/03/2010,Monte Carlo,Equity,Hedge Fund,7.4668,9.527,105.2814,91.8042,0.0486,1.2621,0.2858,0.0739,0.0996,0.0669,0.3415,0.411,0.2367,0.064,5.1799,6.4589,106.4323,0.0402,1.8834,0.9853,1.9695,0.0169,0.6805,949.0781,95.1871,99.2928,118.183,130.874,126.4218,771850.0181,0.2406,0.0624,12.7587,13.3456
4049,16/06/2004,Monte Carlo,Fixed Income,Gold,6.1848,9.3692,84.751,104.7848,0.0372,1.822,0.2248,0.0563,0.0269,0.0627,0.3525,0.319,0.3955,0.0534,4.9786,5.7834,97.374,0.0455,3.3694,3.1175,2.9663,0.0446,0.595,1170.491,95.7678,97.2839,122.4775,112.4723,148.0545,538986.9067,0.1917,0.0451,10.4528,12.373
4050,16/03/2017,Stressed,Fixed Income,Gold,4.7069,7.429,142.7688,103.5214,0.0415,2.1855,0.2607,0.0496,0.036,0.0329,0.5011,0.2853,0.2347,0.0357,7.9496,4.0713,93.6527,0.0268,2.2739,1.9692,1.7761,0.0141,0.5734,1204.5875,98.4514,106.5632,106.5934,104.2577,163.4148,629871.1481,0.2433,0.0582,12.7632,15.2092
